Sl. No.,Service Type,Department,Service Name,OPD Tariff
2278,Non Invasive Procedure,Dermatology,QL-HAIR REMOVAL PKG-UPPER LIP,"13,860"
2279,Non Invasive Procedure,Dermatology,QL-HAIR REMOVAL PKG-UPPER LIP AND SIDE BURNS,"20,790"
2280,Non Invasive Procedure,Dermatology,QL-HAIR REMOVAL PKG-WHOLE FACE,"30,490"
2281,Non Invasive Procedure,Dermatology,QL-HAIR REMOVAL/SHOT,550
2282,Non Invasive Procedure,Dermatology,QL-Q SWITCHED NDYAG: PKG LARGE,"27,720"
2283,Non Invasive Procedure,Dermatology,QL-Q SWITCHED NDYAG: PKG MEDIUM,"20,790"
2284,Non Invasive Procedure,Dermatology,QL-Q SWITCHED NDYAG: PKG SMALL,"13,860"
2285,Non Invasive Procedure,Dermatology,QL-Q SWITCHED NDYAG: PKG VERY LARGE,"41,580"
2286,Non Invasive Procedure,Dermatology,QL-SKIN REJUVINATION: PER SESSION- FACE MEDIUM,"4,160"
2287,Non Invasive Procedure,Dermatology,QL-SKIN REJUVINATION: PER SESSION- FACE LARGE,"5,540"
2288,Non Invasive Procedure,Dermatology,QL-SKIN REJUVINATION: PER SESSION- FACE SMALL,"2,770"
2289,Non Invasive Procedure,Dermatology,QL-SKIN REJUVINATION: PKG SIX SESSIONS- LARGE,"24,950"
2290,Non Invasive Procedure,Dermatology,QL-SKIN REJUVINATION: PKG SIX SESSIONS- MEDIUM,"19,400"
2291,Non Invasive Procedure,Dermatology,QL-SKIN REJUVINATION: PKG SIX SESSIONS- SMALL,"13,860"
2292,Non Invasive Procedure,Dermatology,RADIOFREQUENCY SURGERY-SMALL,620
2293,Non Invasive Procedure,Dermatology,REJUVINATION PKG LARGE(SIX SESSIONS),"12,470"
2294,Non Invasive Procedure,Dermatology,REJUVINATION PKG MEDIUM(SIX SESSIONS),"9,700"
2295,Non Invasive Procedure,Dermatology,REJUVINATION PKG SMALL(SIX SESSIONS),"6,930"
2296,Non Invasive Procedure,Dermatology,REJUVINATION(PER SESSION)-FACE LARGE,"2,770"
2297,Non Invasive Procedure,Dermatology,REJUVINATION(PER SESSION)-FACE MEDIUM,"2,080"
2298,Non Invasive Procedure,Dermatology,REJUVINATION(PER SESSION)-FACE SMALL,"1,660"
2299,Non Invasive Procedure,Dermatology,REMOVAL OF MILIA(LARGE),510
2300,Non Invasive Procedure,Dermatology,REMOVAL OF ACHROCHORDON-LARGE,830
2301,Non Invasive Procedure,Dermatology,REMOVAL OF ACHROCHORDON-SMALL,410
2302,Non Invasive Procedure,Dermatology,EMOVAL OF LUPOMA,830
2303,Non Invasive Procedure,Dermatology,REMOVAL OF MILIA(SMALL),320
2304,Non Invasive Procedure,Dermatology,REMOVAL OF MOLE-SMALL,410
2305,Non Invasive Procedure,Dermatology,REMOVAL OF SEBACEOUS CYST,830
2306,Non Invasive Procedure,Dermatology,SKIN PROCEDURE(LARGE),840
2307,Non Invasive Procedure,Dermatology,SKIN PROCEDURE(MEDIUM),550
2308,Non Invasive Procedure,Dermatology,SKIN PROCEDURE(SMALL),420
2309,Non Invasive Procedure,Dermatology,SKIN REJUVENATION,"4,380"
2310,Non Invasive Procedure,Dermatology,MALL-MICRODERM ABRASYON,"1,200"
2311,Non Invasive Procedure,Dermatology,SMALL-REMOVAL MOLLUSCUM CONTAGIOSUM,"1,200"
2312,Non Invasive Procedure,Dermatology,SMALL-SKIN SURGERY,"1,200"
2313,Non Invasive Procedure,Dermatology,THERMOEPILATION OF UNWANTED HAIRS-(30-50 HAIRS,410
2314,Non Invasive Procedure,Dermatology,VITILIGO SURGERY- EYELID PUNCH GRAFTING,"1,200"
2315,Non Invasive Procedure,Dermatology,VITILIGO SURGERY- LIP PUNCH GRAFTING,"1,200"
2316,Non Invasive Procedure,Dermatology,VITILIGO SURGERY- MICROPIGMENTATION,410
2317,Non Invasive Procedure,Dermatology,VITILIGO SURGERY- PUNCH GRAFTING- SMALL,620
2318,Non Invasive Procedure,Dermatology,VITILIGO SURGERY- TEST GRAFTING,410
2319,Non Invasive Procedure,Dermatology,VITILIGO SURGERY-PUNCH GRAFTING- BIG,"1,200"
2320,Non Invasive Procedure,Dermatology,WOUND DRESSING(SMALL),320
2321,Non Invasive Procedure,Dermatology,LARGE-REMOVAL MOLLUSCUM CONTAGIOSUM,"1,930"
2322,Non Invasive Procedure,Dermatology,M22 LASER HAEMANGIOMA REMOVAL,"2,430"
2323,Non Invasive Procedure,Dermatology,M22 LASER (EACH SHOT),660
2324,Non Invasive Procedure,Dermatology,M22 LASER HAIR REMOVAL-EACH ARM,"44,290"
2325,Non Invasive Procedure,Dermatology,M22 LASER HAIR REMOVAL-EACH LEG,"66,370"
2326,Non Invasive Procedure,Dermatology,M22 LASER HAIR REMOVAL-UNDER ARM,"19,870"
2327,Non Invasive Procedure,Dermatology,M22 LASER HAIR REMOVAL-UPPER LIP,"13,330"
2328,Non Invasive Procedure,Dermatology,M22 LASER HAIR REMOVAL-WHOLE FACE,"33,190"
2329,Non Invasive Procedure,Dermatology,M22 LASER REJUVENATION-WHOLE FACE,"2,810"
2330,Non Invasive Procedure,Dermatology,M22 LASER SCAR REMOVAL-WHOLE FACE,"2,810"
2331,Non Invasive Procedure,Dermatology,DMT CONSULTANT SURGEON FEE PER UNIT,170
2332,Non Invasive Procedure,Dermatology,SINGLE SURFACE PHOTOTHERAPY,580
2333,Non Invasive Procedure,Dermatology,M22 LASER BOTH CHEEKS (SIDE BURNS),"24,240"
2334,Non Invasive Procedure,Dermatology,M22 LASER UPPER LIP PLUS BOTH CHEEKS,"26,480"
2335,Non Invasive Procedure,Dermatology,M22 LASER HAIR REMOVAL - BOTH LEGS,"88,000"
2336,Non Invasive Procedure,Dermatology,M22 LASER HAIR REMOVAL - BOTH ARMS,"66,000"
2337,Non Invasive Procedure,Dermatology,M22 LASER HAIR REMOVAL - CHEST,"88,000"
2338,Non Invasive Procedure,Dermatology,M22 LASER CHIN PLUS UPPER LIP,"22,000"
2339,Non Invasive Procedure,Dermatology,M22 LASER BACK (HALF),"44,000"
2340,Non Invasive Procedure,Dermatology,M22 LASER BACK (WHOLE),"66,000"
2341,Non Invasive Procedure,Dermatology,M22 LASER CHIN,"19,870"
2342,Non Invasive Procedure,Dermatology,ANTI ACNE AND LIGHTING TREATMENT (KH),130
2343,Non Invasive Procedure,Dermatology,ANTI ACNE AND LIGHTING TREATMENT (KOJIC),110
2344,Non Invasive Procedure,Dermatology,ANTI HAIR LOSS THERAPY,940
2345,Non Invasive Procedure,Dermatology,SKIN BOOSTER TREATMENT,130
2346,Non Invasive Procedure,Dermatology,IMPROVES SKIN PHOTOAGING THERAPY (LIGHTENING),530
2347,Non Invasive Procedure,Dermatology,ADVANCED YELLOW PEEL THERAPY (TRYSES),280
2348,Non Invasive Procedure,Dermatology,CHEMICAL PEELING THERAPY (VEDAPEEL),90
2349,Non Invasive Procedure,Dermatology,YELLOW PEEL THERAPY (RETINOL),990
2350,Non Invasive Procedure,Dermatology,ANTI ACNE EFFECT TREATMENT (SALISALIC),130
2351,Non Invasive Procedure,Dermatology,GLOWING EFFECT TREATMENT (VIT - C),100
2352,Non Invasive Procedure,Dermatology,ANTI ACNE AND LIGHTING TREATMENT,90
2353,Non Invasive Procedure,Dermatology,ANTI ACNE TREATMENT (VEDASOL),130
2354,Non Invasive Procedure,Dermatology,COMBINATION PEELING TREATMENT,110
2355,Non Invasive Procedure,Dermatology,EXFOLIATION EFFECT TREATMENT (TCA),110
2356,Non Invasive Procedure,Dermatology,LIFTING AND LIGHTENING TREATMENT (ARGININE),110
2357,Non Invasive Procedure,Dermatology,LIGHTENING EFFECT TREATMENT (LIFT),110
2358,Non Invasive Procedure,Dermatology,ANTI PIGMENTATION TREATMENT (NOMELAN),170
2359,Non Invasive Procedure,Dermatology,ANTI ACNE TREATMENT (SALIPEEL),130
2360,Non Invasive Procedure,Dermatology,ANTI AGING TREATMENT (RETISES),180
2361,Non Invasive Procedure,Dermatology,ALMA-Q LASER CHARGE (SMALL),"2,200"
2362,Non Invasive Procedure,Dermatology,ALMA-Q LASER CHARGE (MEDIUM),"4,400"
2363,Non Invasive Procedure,Dermatology,ALMA-Q LASER CHARGE (LARGE),"6,600"
2364,Non Invasive Procedure,Dermatology,ANTI AGING TREATMENT (1 Ml RETISES 1 AMPL),890
2365,Non Invasive Procedure,Physiotherapy and Rehab Center,PROC CHAG-CENTRAL LINE,"2,400"
2366,Non Invasive Procedure,Physiotherapy and Rehab Center,MYOFASCIAL BLOCK,"2,750"
2367,Non Invasive Procedure,Physiotherapy and Rehab Center,JOINT (INTRA ARTICULAR) - ONE JOINT,"3,300"
2368,Non Invasive Procedure,Physiotherapy and Rehab Center,CHEMODENERVATION (PACKAGE I),"3,300"
2369,Non Invasive Procedure,Physiotherapy and Rehab Center,CHEMODENERVATION (PACKAGE II),"5,500"
2370,Non Invasive Procedure,Physiotherapy and Rehab Center,CHEMODENERVATION (PACKAGE III),"8,800"
2371,Non Invasive Procedure,Physiotherapy and Rehab Center,JOINT (INTRA ARTICULAR) - TWO JOINT,"4,950"
2372,Non Invasive Procedure,Anaesthesiology,PROC CHG-DIGITAL BLOCK,320
2373,Non Invasive Procedure,Diabetics,CGMS,"6,050"
2374,Non Invasive Procedure,Diabetics,CARDIAC AUTONOMIC NEUROPATHY SYSTEM ANALYSER,770
2375,Non Invasive Procedure,Diabetics,SUBCUTANEOUS INSULIN INFUSION THERAPY,"6,600"
2376,Non Invasive Procedure,Neonatology,VOICE ASSESSMENT,690
2377,Non Invasive Procedure,Phlebotomy,PROC CHAG-CHEST DRAINAGE,"9,350"
2378,Non Invasive Procedure,Lab Others,SPUTNIK V VACCINATION CHARGES,"1,090"
2379,Non Invasive Procedure,Oncology Medical,DAYCARE BED CHARGES,"3,850"
2380,Non Invasive Procedure,Oncology Medical,PBSC HARVEST,"34,650"
2381,Non Invasive Procedure,Oncology Medical,CHEMO LOW(ICL BED AND SPL CHARGES),"6,050"
2382,Non Invasive Procedure,Oncology Medical,CHEMO S.D (1/1) (ICL BED AND SPL CHARGES),"1,980"
2383,Non Invasive Procedure,Oncology Medical,CHEMO HIGH(ICL BED AND SPL CHARGES),"9,350"
2384,Non Invasive Procedure,Oncology Medical,DAY CARE BED CHARGE FOR CHEMOTHERAPY,"2,080"
2385,Non Invasive Procedure,Oncology Medical,BMT BONE MARROW BIOPSY PROCEDURE CHARGE,"2,200"
2386,Non Invasive Procedure,Oncology Medical,BMT INTRATHECAL THERAPY,"3,470"
2387,Non Invasive Procedure,Oncology Medical,CANCER REHABILITATION II PACKAGE,"13,200"
2388,Non Invasive Procedure,Oncology Medical,BILATERAL LYMPHOEDEMA MANAGEMENT,880
2389,Non Invasive Procedure,Oncology Medical,CONSULTATION AND ASSESSMENT FEES,660
2390,Non Invasive Procedure,Oncology Medical,CANCER REHABILITATION I PACKAGE,"9,900"
2391,Non Invasive Procedure,Oncology Medical,UNILATERAL LYMPHOEDEMA MANAGEMENT,660
2392,Non Invasive Procedure,Oncology Medical,CHEMOTHERAPY PROTOCOL FEES,"5,500"
2393,Non Invasive Procedure,Oncology Medical,INFUSION THERAPY (30 MINS TO 3 HRS),"6,050"
2394,Non Invasive Procedure,Oncology Medical,INFUSION THERAPY (3 HRS TO 6 HRS),"8,250"
2395,Non Invasive Procedure,Oncology Medical,SINGLE INJECTION (ONCO DAY CARE),"1,980"
2396,Non Invasive Procedure,Oncology Medical,INFUSION THERAPY (UPTO 30 MIN),"3,300"
2397,Non Invasive Procedure,Oncology Medical,INFUSION THERAPY (MORE THAN 6 HRS),"9,900"
2398,Non Invasive Procedure,Oncology Medical,IMMUNOTHERAPY/MONOCLONAL ANTIBODY INFUSION,"13,200"
2399,Non Invasive Procedure,Psychiatry,PSYCHOLOGICAL ASSESSMENT,"2,750"
2400,Non Invasive Procedure,Psychiatry,ONCO-PSYCHOLOGICAL ASSESSMENT,170
2401,Non Invasive Procedure,Psychiatry,ONCO-PSYCHOLOGICAL COUNSELING,440
2402,Non Invasive Procedure,Psychiatry,COUNSELLING (PSYCHOTHERAPY),"1,430"
2403,Non Invasive Procedure,Psychiatry,PERSONALITY TESTING (PROJECTIVE TEST),"4,400"
2404,Non Invasive Procedure,Psychiatry,IQ PLUS SLD (INTELLIGENCE TEST AND LEARNING DISABLITY TEST),"4,400"
2405,Non Invasive Procedure,Psychiatry,PSYCHOMETRY TEST,"4,950"
2406,Non Invasive Procedure,ADMINISTRATION,VASCULAR DOPPLER,440
2407,Non Invasive Procedure,ADMINISTRATION,DIABETIC RETINOPATHY SCREEENING,770
2408,Non Invasive Procedure,ADMINISTRATION,VPT/BIOTHESIOMETER,440
2409,Non Invasive Procedure,ADMINISTRATION,PODIA SCAN,440
2410,Non Invasive Procedure,ADMINISTRATION,DIABETIC EDUCATION /COUNSELING,440
2411,Non Invasive Procedure,ADMINISTRATION,VACCINATION SPECIALITY CLINIC,280
2412,Non Invasive Procedure,ADMINISTRATION,HOME VACCINATION CHARGES (PER VACCINE),"1,100"
2413,Non Invasive Procedure,General Medicine,NEW BORN HEARING SCREENING,"1,760"
2414,Non Invasive Procedure,General Medicine,SPINE-OZONE DISCOLYSIS,"40,030"
2415,Non Invasive Procedure,General Medicine,FEVER ASSESSMENT CHARGES,550
2416,Non Invasive Procedure,General Surgery,DRAIN REMOVAL,550
2417,Non Invasive Procedure,General Surgery,PROC CHARGE STITCH CUTTING,190
2418,Non Invasive Procedure,General Surgery,OTHER AUDIOLOGIC SPECIAL TEST (EACH),460
2419,Non Invasive Procedure,General Surgery,DC- STITCH CUTTING,"1,390"
2420,Non Invasive Procedure,General Surgery,STOMA THERAPY,"1,120"
2421,Non Invasive Procedure,General Surgery,SEROMA REMOVAL,"4,620"
2422,Non Invasive Procedure,General Surgery,STOMA THERAPY- SN,280
2423,Non Invasive Procedure,General Surgery,STOMA THERAPY-BS,280
2424,Non Invasive Procedure,General Surgery,STOMA THERAPY-PSB,280
2425,Non Invasive Procedure,General Surgery,PROC CHG-DRAIN REMOVAL,320
2426,Non Invasive Procedure,Blood Bank - 1 Products,PLATELET CONCENT : PROC. CHARGES,"1,200"
2427,Non Invasive Procedure,Blood Bank - 1 Products,APHAERESIS PLATELET: PROC.CHG,"11,000"
2428,Non Invasive Procedure,Blood Bank - 1 Products,CRYOPRECIPITATE: PROC. CHARGES,"1,050"
2429,Non Invasive Procedure,Blood Bank - 1 Products,FRESH FROZEN PLASMA- BLOOD UNITS,"1,150"
2430,Non Invasive Procedure,Blood Bank - 1 Products,PACKED RED BLOOD CELL(PRBC) : PROC. CHARGES,"3,080"
2431,Non Invasive Procedure,Blood Bank - 1 Products,AUTOLOGUS PRP,830
2432,Non Invasive Procedure,Blood Bank - 1 Products,APHERESIS DONOR SCREENING BY ELISA/ECI AND NAT,810
2433,Non Invasive Procedure,Blood Bank - 1 Products,NAT-SCREENING TEST-CORDLIFE,"1,100"
2434,Non Invasive Procedure,Blood Bank - 1 Products,PEDI PACK FFP PROCESSING CHARGE,530
2435,Non Invasive Procedure,Blood Bank - 1 Products,PEDI-PACK PRBC: PROC CHG,"1,100"
2436,Non Invasive Procedure,Blood Bank - 1 Products,PLATLET RICH PLASMA - PROC. CHARGES,"2,020"
2437,Non Invasive Procedure,Blood Bank - 1 Products,CRYO POOR PLASMA(PROC CHARGE),"1,270"
2438,Non Invasive Procedure,Blood Bank - 1 Products,GRANULOCYTE CONC. : PROC. CHARGES,"2,020"
2439,Non Invasive Procedure,Blood Bank - 1 Products,THERAPEUTIC PLATELETPHERESIS,"27,830"
2440,Non Invasive Procedure,Blood Bank - 1 Products,BLOOD UNITS CRYOPRECIPITATE - SERVICE CHARGE,"1,620"
2441,Non Invasive Procedure,Blood Bank - 1 Products,BLOOD UNITS GRANULOCYTE CONC. SERVICE CHARGES,870
2442,Non Invasive Procedure,Blood Bank - 1 Products,PLATELET CROSSMATCH,940
2443,Non Invasive Procedure,Blood Bank - 1 Products,Transfusion Monitoring Charges,750
2444,Non Invasive Procedure,Blood Bank - 1 Products,COVID CONVALESCENT PLASMA (1 UNIT) : PROC. CHG (CCP),"24,200"
2445,Non Invasive Procedure,Apollo Health Check,SMS,10
2446,Non Invasive Procedure,Apollo Health Check,GLUCOMETER (50 strips),"1,100"
2447,Non Invasive Procedure,Apollo Health Check,MOBILE APP,550
2448,Non Invasive Procedure,Apollo Health Check,Call Centre Services,10
2449,Non Invasive Procedure,Apollo Health Check,CDC - JOINT SESSION,840
2450,Non Invasive Procedure,Apollo Health Check,APOLLO RECOVER CLINICS,-
2451,Non Invasive Procedure,Apollo Health Check,APOLLO RECOVER CLINIC,330
2452,Non Invasive Procedure,FETAL MEDICINE,TRIPLETS ANATOMY,"5,500"
2453,Non Invasive Procedure,FETAL MEDICINE,TRIPLETS GROWTH,"5,500"
2454,Non Invasive Procedure,Cardiothoracic & Vascular Surgery,TRANSIENT TIME FLOWMETRY (TTFM),"8,250"
2455,Non Invasive Procedure,Critical Care,ECMO DOCTOR FEES,"6,600"
2456,Non Invasive Procedure,Day Care,STITCH REMOVAL,440
2457,Non Invasive Procedure,Cardiac Thoracic,ASPIRATION OF POST OPERATIVE PLEURAL FLUID - USG GUIDED,"4,290"
2458,Non Invasive Procedure,Medical Genetics,PAEDIATRIC AUDIOLOGIC ASSESSMENT,580
2459,Non Invasive Procedure,Fracture Unit,LANGUAGE ASSESSMENT,"1,280"
2460,Non Invasive Procedure,Music theraphy,PROC CHG-BP CHECK,250
2461,Non Invasive Procedure,Nursing,D/C CARDIOVERSION,"5,500"
2462,Emergency Services,Emergency Medical Services,PERICARDIOCENTESIS - USG GUIDED,"9,350"
2463,Emergency Services,Emergency Medical Services,AMBULANCE DOCTOR CHARGES,"1,650"
2464,Emergency Services,Emergency Medical Services,EMERGENCY DRESSING (MINOR),500
2465,Emergency Services,Emergency Medical Services,INCISION AND DRAINAGE,"2,200"
2466,Emergency Services,Emergency Medical Services,DRUG ADMINISTARTION CHARGES,550
2467,Emergency Services,Emergency Medical Services,EMERGENCY DRESSING (MAJOR),830
2468,Emergency Services,Emergency Medical Services,EMERGENCY PHYSICIAN CHARGES,330
2469,Emergency Services,Emergency Medical Services,ABDOMINAL PARECENTESIS - BLIND,"1,980"
2470,Emergency Services,Emergency Medical Services,NERVE BLOCK,"1,100"
2471,Emergency Services,Emergency Medical Services,FOREIGN BODY REMOVAL NOSE,"1,650"
2472,Emergency Services,Emergency Medical Services,AMBULANCE DOCTOR CHARGES (ADDITIONAL HOUR),550
2473,Emergency Services,Emergency Medical Services,FOREIGN BODY REMOVAL -THROAT EMERGENCY,"1,100"
2474,Emergency Services,Emergency Medical Services,CENTRAL LINE: USG GUIDED,"2,750"
2475,Emergency Services,Emergency Medical Services,CENTRAL LINE,"1,650"
2476,Emergency Services,Emergency Medical Services,ENDOTRACHEAL INTUBATION,"1,980"
2477,Emergency Services,Emergency Medical Services,LUMBER PUNCTURE,"2,750"
2478,Emergency Services,Emergency Medical Services,ELBOW DISLOCATION,"4,400"
2479,Emergency Services,Emergency Medical Services,EYE FOREIGN BODY REMOVAL,"1,650"
2480,Emergency Services,Emergency Medical Services,FOREIGN BODY REMOVAL EAR,"1,100"
2481,Emergency Services,Emergency Medical Services,NAIL EXICISION,"8,320"
2482,Emergency Services,Emergency Medical Services,UL DISLOCATION SHOULDER : OPEN REDUCTION,"5,500"
2483,Emergency Services,Emergency Medical Services,SUTURING MAJOR (EMERGENCY),"1,980"
2484,Emergency Services,Emergency Medical Services,SUTURING MINOR (EMERGENCY),"1,100"
2485,Emergency Services,Emergency Medical Services,EMERGENCY CONSULTANT FEES,770
2486,Emergency Services,Emergency Medical Services,EMERGENCY (BED CHARGE + IV ACCESS + ADMINISTRATION),"1,100"
2487,Emergency Services,Emergency Medical Services,ABDOMINAL PARECENTESIS - USG GUIDED,"2,750"
2488,Emergency Services,Emergency Medical Services,ADHESIVE TAPE (STERI-STRIP) (WITH MATERIAL),"1,100"
2489,Emergency Services,Emergency Medical Services,ADHESIVE TAPE (STERI-STRIP) (WITHOUT MATERIA,880
2490,Emergency Services,Emergency Medical Services,"CHEMICAL CARDIOVERSION (SVT, AF)","2,750"
2491,Emergency Services,Emergency Medical Services,DIALYSIS LINE INSERTION - BLIND,"2,750"
2492,Emergency Services,Emergency Medical Services,DIALYSIS LINE INSERTION - USG GUIDED,"3,850"
2493,Emergency Services,Emergency Medical Services,DISLOCATION - PATELLA,"3,300"
2494,Emergency Services,Emergency Medical Services,DISLOCATION UNDER PSA - JAW,"2,200"
2495,Emergency Services,Emergency Medical Services,GLUE THERAPY (CYANO-ACRYLATE) (WITHOUT MATER,990
2496,Emergency Services,Emergency Medical Services,FOLEY''S CATH,550
2497,Emergency Services,Emergency Medical Services,FOLEY''S CATH CHANGE / REINSERTION,830
2498,Emergency Services,Emergency Medical Services,GLUE THERAPY (CYANO-ACRYLATE) (WITH MATERIAL,"1,650"
2499,Emergency Services,Emergency Medical Services,INCISION AND DRAINAGE WITH DIGITAL BLOCK,"2,200"
2500,Emergency Services,Emergency Medical Services,INCISION AND DRAINAGE WITHOUT DIGITAL BLOCK,"1,100"
2501,Emergency Services,Emergency Medical Services,INTERCOSTAL CHEST DRAIN,"2,750"
2502,Emergency Services,Emergency Medical Services,LIPS / FACIAL REPAIR (WITH 4-0/5-0 SUTURES),"2,750"
2503,Emergency Services,Emergency Medical Services,LMA INSERTION,"1,100"
2504,Emergency Services,Emergency Medical Services,MINOR FINGER/TOE INJURIES,830
2505,Emergency Services,Emergency Medical Services,PERIPHERAL I.V. ACCESS FOR OPD,330
2506,Emergency Services,Emergency Medical Services,PLEUROCENTESIS - BLIND,"1,650"
2507,Emergency Services,Emergency Medical Services,PLEUROCENTESIS - USG GUIDED,"3,300"
2508,Emergency Services,Emergency Medical Services,POP (LOWER LIMB-ABOVE KNEE),"2,200"
2509,Emergency Services,Emergency Medical Services,POP (LOWER LIMB-BELOW KNEE),"1,650"
2510,Emergency Services,Emergency Medical Services,POP (UPPER LIMB-ABOVE ELBOW),"1,650"
2511,Emergency Services,Emergency Medical Services,POP (UPPER LIMB-BELOW ELBOW),"1,100"
2512,Emergency Services,Emergency Medical Services,PROC CHG-SUTURING:MORE THAN ONE WOUNDS,"2,750"
2513,Emergency Services,Emergency Medical Services,PROCEDURAL SEDATION ANALGESIA,"1,100"
2514,Emergency Services,Emergency Medical Services,RYLE'S TUBE INSERTION,280
2515,Emergency Services,Emergency Medical Services,SURGICAL CLIP REMOVAL - MAJOR,550
2516,Emergency Services,Emergency Medical Services,STITCHES REMOVAL/CUTTING - MAJOR,440
2517,Emergency Services,Emergency Medical Services,STITCHES REMOVAL/CUTTING - MINOR,170
2518,Emergency Services,Emergency Medical Services,SUPRAPUBIC CATHETERISATION,"3,300"
2519,Emergency Services,Emergency Medical Services,SURGICAL CLIP REMOVAL - MINOR,220
2520,Emergency Services,Emergency Medical Services,SURGICAL CRICOTHYROIDOTOMY,"3,300"
2521,Emergency Services,Emergency Medical Services,AMBULANCE MONITOR CHARGE / HOUR,330
2522,Emergency Services,Emergency Medical Services,TRANS VENOUS PACING,"4,400"
2523,Emergency Services,Emergency Medical Services,AMBULANCE / KM AFTER 3 KM,110
2524,Emergency Services,Emergency Medical Services,AMBULANCE BIPAP CHARGE / HOUR,830
2525,Emergency Services,Emergency Medical Services,AMBULANCE OXYGEN / HOUR (NOT 1ST HOUR),390
2526,Emergency Services,Emergency Medical Services,AMBULANCE PULSE GENERATOR ADDL / HOUR,440
2527,Emergency Services,Emergency Medical Services,AMBULANCE PULSE GENERATOR CHARGE / HOUR,770
2528,Emergency Services,Emergency Medical Services,AMBULANCE SYRINGE PUMP / HOUR,220
2529,Emergency Services,Emergency Medical Services,AMBULANCE UPTO 3 KM,"1,650"
2530,Emergency Services,Emergency Medical Services,AMBULANCE VENTILATOR CHARGE / HOUR,"1,100"
2531,Emergency Services,Emergency Medical Services,AMBULANCE WAITING CHARGE / HOUR,770
2532,Emergency Services,Emergency Medical Services,BASIC AMBULANCE / KM AFTER 3 KM,60
2533,Emergency Services,Emergency Medical Services,BASIC AMBULANCE UPTO 3 KM,770
2534,Emergency Services,Emergency Medical Services,EQUIP AMBULANCE VENTILATOR ADDL / HOUR,440
2535,Emergency Services,Emergency Medical Services,MONITOR CHARGE,170
2536,Emergency Services,Emergency Medical Services,ROOM RENT,550
2537,Emergency Services,Emergency Medical Services,TROP-T,220
2538,Emergency Services,Emergency Medical Services,EMG SOB,"3,300"
2539,Emergency Services,Emergency Medical Services,EMG D-DIMER,"2,930"
2540,Emergency Services,Emergency Medical Services,EMG TOX DRUG SCREENING,"2,310"
2541,Emergency Services,Emergency Medical Services,EMG TROPONIN I,"2,200"
2542,Emergency Services,Emergency Medical Services,EMG NT-PRO BNP,"3,300"
2543,Emergency Services,Emergency Medical Services,EMG SYRINGE PUMP CHG/HOUR,220
2544,Emergency Services,Emergency Medical Services,EMG OXYGEN CHG/HOUR,390
2545,Emergency Services,Emergency Medical Services,EMG VENTILATOR CHG/HOUR,"1,100"
2546,Emergency Services,Emergency Medical Services,EMG BIPAP CHG/HOUR,830
2547,Emergency Services,Emergency Medical Services,URINE DIP STICK,"1,100"
2548,Emergency Services,Emergency Medical Services,ANKLE DISLOCATION,"4,400"
2549,Emergency Services,Emergency Medical Services,MANUAL EVALUTION OF IMPACTED STOOL,"2,200"
2550,Emergency Services,Emergency Medical Services,AMBULANCE NEONATAL TRANSFER I (WITHIN KOLKATA),"4,950"
2551,Emergency Services,Emergency Medical Services,AMBULANCE NEONATAL TRANSFER II/KM (OUTSIDE KOL - DIST TRAVELLING CHG),90
2552,Emergency Services,Emergency Medical Services,EMERGENCY PATIENT SERVICES,"3,300"
2553,Emergency Services,Emergency Medical Services,OBSERVATION BED SERVICE CHARGE,"3,520"
2554,Emergency Services,Emergency Medical Services,SAMPLE COLLECTION TRANSPORTATION CHARGES / KM,20
2555,Emergency Services,Medical,PLASTER CUTTING,830
2556,Emergency Services,Medical,CLIP REMOVAL CHARGES,120
2557,Emergency Services,Medical,CONSULTANT SURGEONS FEE/UNIT,170
2558,Emergency Services,Medical,DRESSING PROCEDURE-MAJOR,830
2559,Emergency Services,Medical,DRESSING PROCEDURE-MINOR,500
2560,Emergency Services,Day Care,DC- DRESSING MINOR,"1,660"
2561,Health Checkup,Gastroenterology,LIVER CHECK - UP (BASIC),"9,630"
2562,Health Checkup,Gastroenterology,LIVER CHECK-UP (ADVANCED),"15,130"
2563,Health Checkup,Gastroenterology,GASTROENTEROLOGY CANCER CHECK- UP,"20,630"
2564,Health Checkup,Gastroenterology,JUNDICE CHECK (BASIC),"8,250"
2565,Health Checkup,Apollo Health Check,Apollo ProHealth Executive Health Program,"7,870"
2566,Health Checkup,Apollo Health Check,APOLLO FAMILY CHECK FOR CHILDREN,"121,060"
2567,Health Checkup,Apollo Health Check,APOLLO CANCER SCREENING HCK FOR FEMALE,"2,860"
2568,Health Checkup,Apollo Health Check,APOLLO CANCER SCREENING HCK FOR MALE,"2,860"
2569,Health Checkup,Apollo Health Check,APOLLO CHILD HEALTH CHECK,"1,140"
2570,Health Checkup,Apollo Health Check,Apollo ProHealth Executive Health Program,"7,870"
2571,Health Checkup,Apollo Health Check,APOLLO FAMILY CHECK FOR DOMESTIC HELP,"121,060"
2572,Health Checkup,Apollo Health Check,APOLLO FAMILY CHECK FOR FEMALE,"121,060"
2573,Health Checkup,Apollo Health Check,APOLLO FAMILY CHECK FOR MEN,"121,060"
2574,Health Checkup,Apollo Health Check,APOLLO FUTURE CHECK FOR FEMALE,"117,810"
2575,Health Checkup,Apollo Health Check,APOLLO FUTURE CHECK FOR MALE,"117,810"
