Sl No.,Service Type,Department,Service Name,Standard,Semi Private,Private,Private Deluxe,Deluxe,Suite,Maharaja Suite
2088,Invasive Procedures,Vascular and Non Vascular Intervention,USG GUIDED FNAC,"9,770","9,770","9,770","11,230","12,910","15,310","19,270"
2089,Invasive Procedures,Vascular and Non Vascular Intervention,USG GUIDED ASPIRATION,"8,140","8,140","8,140","9,360","10,770","12,760","16,060"
2090,Invasive Procedures,Vascular and Non Vascular Intervention,CT GUIDED FNAC,"11,400","11,400","11,400","13,100","15,070","17,860","22,480"
2091,Invasive Procedures,Vascular and Non Vascular Intervention,CT GUIDED ASPIRATION,"9,770","9,770","9,770","11,230","12,910","15,310","19,270"
2092,Invasive Procedures,Vascular and Non Vascular Intervention,USG GUIDED BIOPSY,"19,540","19,540","19,540","22,460","25,830","30,620","38,540"
2093,Invasive Procedures,Vascular and Non Vascular Intervention,CT GUIDED BIOPSY,"21,160","21,160","21,160","24,340","28,000","33,180","41,760"
2094,Invasive Procedures,Vascular and Non Vascular Intervention,USG GUIDED CATHETHER DRAINAGE,"22,790","22,790","22,790","26,210","30,140","35,730","44,970"
2095,Invasive Procedures,Vascular and Non Vascular Intervention,CT GUIDED CATHETHER DRAINAGE,"24,420","24,420","24,420","28,080","32,300","38,280","48,180"
2096,Invasive Procedures,Vascular and Non Vascular Intervention,PERCUTANEOUS PROCEDURE MINOR,"11,400","11,400","11,400","13,100","15,070","17,860","22,480"
2097,Invasive Procedures,Vascular and Non Vascular Intervention,PERCUTANEOUS PROCEDURE MAJOR,"24,420","24,420","24,420","28,080","32,300","38,280","48,180"
2098,Invasive Procedures,Vascular and Non Vascular Intervention,USG GUIDED ASPIRATION (THERAPUTIC),"11,000","11,000","11,000","12,650","14,550","17,600","22,000"
2099,Invasive Procedures,Critical Care,PCHG: CENTRAL LINE,"3,060","3,060","3,060","3,060","3,060","3,060","3,060"
2100,Invasive Procedures,Critical Care,INTUBATION,"1,910","1,910","1,910","1,910","1,910","1,910","1,910"
2101,Invasive Procedures,Critical Care,CHEST DRAIN,"11,550","11,550","11,550","13,290","15,280","18,110","22,790"
2102,Invasive Procedures,Critical Care,PERICARDIOCENTESIS,"7,150","7,150","7,150","8,230","9,460","11,210","14,100"
2103,Invasive Procedures,Critical Care,ABDOMINAL PARACENTE,"1,290","1,290","1,290","1,290","1,290","1,290","1,290"
2104,Invasive Procedures,Critical Care,TEMPORARY PACING,"1,290","1,290","1,290","1,290","1,290","1,290","1,290"
2105,Invasive Procedures,Critical Care,ARTERIAL LINE,"1,410","1,410","1,410","1,620","1,860","2,100","2,820"
2106,Invasive Procedures,Critical Care,CENTRAL VENOUS CATHET,"1,410","1,410","1,410","1,620","1,860","2,100","2,820"
2107,Invasive Procedures,Critical Care,CCG ENDO TRACHEAL INTUBAT,"2,120","2,120","2,120","2,440","2,810","3,190","4,210"
2108,Invasive Procedures,Critical Care,CCG-SWEN-GANZ CATHETERIZ,"2,830","2,830","2,830","3,260","3,740","4,260","5,640"
2109,Invasive Procedures,Critical Care,CCG-BRONCHOSCOPY,"4,210","4,210","4,210","4,840","5,570","6,290","8,400"
2110,Invasive Procedures,Critical Care,CCG-LUMBER PUNCTURE,"1,410","1,410","1,410","1,620","1,860","2,100","2,820"
2111,Invasive Procedures,Critical Care,CCG-ABDOMINAL PERECENTESI,"1,410","1,410","1,410","1,620","1,860","2,100","2,820"
2112,Invasive Procedures,Critical Care,CCG-THORACENTESIS,"1,410","1,410","1,410","1,620","1,860","2,100","2,820"
2113,Invasive Procedures,Critical Care,CCG-CHEST TUBE INSERTION,"2,120","2,120","2,120","2,440","2,810","3,190","4,210"
2114,Invasive Procedures,Critical Care,CCG-TEMPORARY TRANS-VENOS,"2,120","2,120","2,120","2,440","2,810","3,190","4,210"
2115,Invasive Procedures,Critical Care,CCG-PERICARDIOCENTESIS,"7,150","7,150","7,150","8,230","9,460","11,210","14,100"
2116,Invasive Procedures,Critical Care,PCHG: LUMBER PUNCTURE,"2,320","2,320","2,320","2,320","2,320","2,320","2,320"
2117,Invasive Procedures,Critical Care,PLEURAL TAP,"1,290","1,290","1,290","1,290","1,290","1,290","1,290"
2118,Invasive Procedures,Critical Care,SUPRAPUBIC CATHETERN,"1,290","1,290","1,290","1,290","1,290","1,290","1,290"
2119,Invasive Procedures,Critical Care,SWEN GANZ CATHETERN,"3,060","3,060","3,060","3,060","3,060","3,060","3,060"
2120,Invasive Procedures,Critical Care,CPAP TITRATION,"10,480","10,480","10,480","12,060","13,860","16,190","21,900"
2121,Invasive Procedures,Critical Care,PCHG: STITCH CUTTING,280,280,280,280,280,280,280
2122,Invasive Procedures,Critical Care,PCHG: CUT DOWN,520,520,520,520,520,520,520
2123,Invasive Procedures,Critical Care,PCHG: C.V.P,280,280,280,280,280,280,280
2124,Invasive Procedures,Critical Care,PCHG: DRAIN REMOVAL,280,280,280,280,280,280,280
2125,Invasive Procedures,Critical Care,PCHG: INFUSION INJECTION,"3,470","3,470","3,470","3,980","4,580","5,190","7,610"
2126,Invasive Procedures,Critical Care,FUEL -CENTRAL VENOUS CATHET,"2,620","2,620","2,620","3,010","3,470","4,190","5,250"
2127,Invasive Procedures,Critical Care,VASOSPASM MONITORING (FIRST TIME ALL FIVE BUNDLE),"10,590","10,590","10,590","12,180","14,000","16,940","21,180"
2128,Invasive Procedures,Critical Care,REPEAT VASOSPASM MONITORING,"6,050","6,050","6,050","6,960","8,010","9,680","12,100"
2129,Invasive Procedures,Critical Care,VIVID IQ - I.V.C. DIAMETER MEASUREMENT,550,550,550,640,740,890,"1,120"
2130,Invasive Procedures,Critical Care,VIVID IQ - VISUALIZATION OF BODY FLUID COLLECTIONS,550,550,550,640,740,890,"1,120"
2131,Invasive Procedures,Critical Care,VIVID IQ - CARDIO VISUALIZATION,830,830,830,950,"1,090","1,330","1,670"
2132,Invasive Procedures,Critical Care,VIVID IQ - PULMONARY ASSESSMENT,830,830,830,950,"1,090","1,330","1,670"
2133,Invasive Procedures,Critical Care,VIVID IQ - CENTRAL LINE INTRODUCTION,"3,440","3,440","3,440","3,960","4,550","5,540","6,990"
2134,Invasive Procedures,Critical Care,VIVID IQ - PLEURAL FLUID TAPPING (DIAGNOSTIC),"1,980","1,980","1,980","2,280","2,620","3,190","4,020"
2135,Invasive Procedures,Critical Care,VIVID IQ - PLEURAL FLUID TAPPING (THERAPUTIC),"2,970","2,970","2,970","3,420","3,940","4,790","6,030"
2136,Invasive Procedures,Critical Care,VIVID IQ - PERICARDIAL FLUID DRAINAGE,"2,970","2,970","2,970","3,420","3,940","4,790","6,030"
2137,Invasive Procedures,Critical Care,VIVID IQ - PERITONEAL FLUID DRAINAGE,"2,420","2,420","2,420","2,780","3,200","3,910","4,910"
2138,Invasive Procedures,Critical Care,VIVID IQ - RENAL BIOPSY,"2,750","2,750","2,750","3,170","3,640","4,430","5,580"
2139,Invasive Procedures,Critical Care,VIVID IQ - P.I.C.C LINE,"2,420","2,420","2,420","2,780","3,200","3,910","4,910"
2140,Invasive Procedures,Critical Care,VIVID IQ - ULTRASOUND GUIDED NERVE BLOCK,"2,970","2,970","2,970","3,420","3,940","4,790","6,030"
2141,Invasive Procedures,Critical Care,NNCCG - MONITORING CHARGES,"1,100","1,100","1,100","1,100","1,100","1,100","1,100"
2142,Invasive Procedures,Critical Care,NNICU INTUBATION AND SURFACTANT ADMINISTRATION,"2,750","2,750","2,750","3,170","3,640","4,370","5,460"
2143,Invasive Procedures,Critical Care,NNICU PICC LINE PLACEMENT,"2,640","2,640","2,640","3,040","3,490","4,180","5,230"
2144,Invasive Procedures,Critical Care,NNICU CENTRAL LINE,"1,650","1,650","1,650","1,900","2,190","2,630","3,290"
2145,Invasive Procedures,Critical Care,NNICU UMBILICAL ARTERIAL LINE,"1,650","1,650","1,650","1,900","2,190","2,630","3,290"
2146,Invasive Procedures,Critical Care,NNICU UMBILICAL VENOUS LINE,"1,650","1,650","1,650","1,900","2,190","2,630","3,290"
2147,Invasive Procedures,Critical Care,NNICU CHEST DRAIN INSERTION,"1,980","1,980","1,980","2,280","2,620","3,150","3,940"
2148,Invasive Procedures,Critical Care,NNICU LUMBAR PUNCTURE,"1,320","1,320","1,320","1,520","1,750","2,100","2,630"
2149,Invasive Procedures,Critical Care,EXTREME PREMATURITY (LESS THAN 28 WEEKS) RESUSCITATION,"4,400","4,400","4,400","5,060","5,820","8,800","11,000"
2150,Invasive Procedures,Critical Care,PREMATURE BABY (28-34 WEEKS) RESUSCITATION,"3,300","3,300","3,300","3,800","4,370","6,600","8,250"
2151,Invasive Procedures,Critical Care,NEONATAL EXCHANGE TRANSFUSION,"4,400","4,400","4,400","5,060","5,820","8,800","11,000"
2152,Invasive Procedures,Critical Care,NEONATAL PARTIAL EXCHANGE TRANSFUSION,"2,750","2,750","2,750","3,170","3,640","5,500","6,880"
2153,Invasive Procedures,Critical Care,HIGH RISK NEWBORN RESUSCITATION,"3,300","3,300","3,300","3,800","4,370","6,600","8,250"
2154,Invasive Procedures,Food and Beverages,DIET CHART,530,530,530,530,530,530,530
2155,Invasive Procedures,Others Cardiology,CATH LAB CHARGE(30 MINS),"4,330","5,190","6,070","6,990","8,030","8,660","10,380"
2156,Invasive Procedures,Others Cardiology,EXTRA CATHLAB CHG (1 HR),"17,300","20,770","24,230","27,860","32,040","38,460","50,000"
2157,Invasive Procedures,Others Cardiology,EXTRA CATHLAB CHG (2 HRS),"34,610","41,540","48,460","55,730","64,090","76,900","99,970"
2158,Invasive Procedures,Others Cardiology,EXTRA CATHLAB CHG (3 HRS),"51,910","62,290","72,680","83,580","96,120","115,350","149,950"
2159,Invasive Procedures,Others Cardiology,EXTRA CATHLAB CHG (4 HRS),"69,210","83,060","96,900","111,430","128,150","153,780","199,910"
2160,Invasive Procedures,Others Cardiology,EXTRA CATHLAB CHG (5 HRS),"86,520","103,820","121,120","139,290","160,180","192,210","249,880"
2161,Invasive Procedures,Others Cardiology,EXTRA CATHLAB CHG (30 MINS),"8,660","10,380","12,120","13,940","16,030","19,230","24,990"
2162,Invasive Procedures,Others Cardiology,EXTRA CATHLAB CHG (1.5 HR),"25,960","31,150","36,340","41,800","48,070","57,680","74,990"
2163,Invasive Procedures,Others Cardiology,EXTRA CATHLAB CHG (2.5 HRS),"43,260","51,910","60,570","69,650","80,100","96,120","124,950"
2164,Invasive Procedures,Others Cardiology,EXTRA CATHLAB CHG (3.5 HRS),"60,570","72,680","84,790","97,500","112,130","134,560","174,930"
2165,Invasive Procedures,Others Cardiology,EXTRA CATHLAB CHG (4.5 HRS),"77,870","93,450","109,010","125,370","144,180","173,010","224,910"
2166,Non Invasive Procedure,Emergency Medical Services,CHEST TUBE INSERTION,"2,420","2,420","2,420","2,420","2,420","2,420","2,420"
2167,Non Invasive Procedure,Emergency Medical Services,PROC CHG-RYL''S TUBE INSERTION,340,340,340,400,450,550,690
2168,Non Invasive Procedure,Emergency Medical Services,FAST SCAN,"2,620","2,620","2,620","3,010","3,470","4,190","5,250"
2169,Non Invasive Procedure,Emergency Medical Services,ARTERIAL LINE,"4,540","4,540","4,540","5,230","6,010","7,260","9,080"
2170,Non Invasive Procedure,Emergency Medical Services,PROC CHG-CARDIOVERSION,"7,570","7,570","7,570","8,700","10,010","12,100","15,130"
2171,Non Invasive Procedure,Emergency Medical Services,PROC CHG-ARTERIAL LINE,"1,450","2,080","2,260","2,600","2,980","3,260","4,100"
2172,Non Invasive Procedure,Emergency Medical Services,NON-EQUIP AMBULANCE UPTO 3KM,"1,210","1,210","1,210","1,210","1,210","1,210","1,210"
2173,Non Invasive Procedure,Emergency Medical Services,SMALL EQUIP AMBULANCE UPTO 10KM,960,960,960,960,960,960,960
2174,Non Invasive Procedure,Emergency Medical Services,EQUIP AMBULANCE MONITOR CHARGE /HR,480,480,480,480,480,480,480
2175,Non Invasive Procedure,Emergency Medical Services,EQUIP AMBULANCE / KM AFTER 3KM,140,140,140,140,140,140,140
2176,Non Invasive Procedure,Emergency Medical Services,NON-EQUIP AMBULANCE / KM AFTER 3KM,60,60,60,60,60,60,60
2177,Non Invasive Procedure,Emergency Medical Services,SMALL EQUIP AMBULANCE / KM AFTER 10KM,60,60,60,60,60,60,60
2178,Non Invasive Procedure,Emergency Medical Services,DOCTORS TEAM-POOL OUTSIDE KOLKATA (1ST HR),"2,420","2,420","2,420","2,420","2,420","2,420","2,420"
2179,Non Invasive Procedure,Emergency Medical Services,DOCTOR WITH VENTILLATOR IN KOLKATA,"2,420","2,420","2,420","2,420","2,420","2,420","2,420"
2180,Non Invasive Procedure,Emergency Medical Services,DOCTOR WITH VENTILLATOR OUTSIDE KOLKATA,"4,830","4,830","4,830","4,830","4,830","4,830","4,830"
2181,Non Invasive Procedure,Emergency Medical Services,DOCTORS TEAM-POOL OUTSIDE KOLKATA (ADDL HR),"1,210","1,210","1,210","1,210","1,210","1,210","1,210"
2182,Non Invasive Procedure,Emergency Medical Services,DOCTOR TEAM POOL IN KOLKATA (ADDL HR),750,750,750,750,750,750,750
2183,Non Invasive Procedure,Emergency Medical Services,STERLZTN CH-BURN DR-MAJOR*,"1,660","1,660","1,660","1,660","1,660","1,660","1,660"
2184,Non Invasive Procedure,Emergency Medical Services,STERLZTN CH-BURN DR-MINOR*,840,840,840,840,840,840,840
2185,Non Invasive Procedure,Emergency Medical Services,BURN DRESSING,"10,590","10,590","10,590","12,180","14,000","16,940","21,180"
2186,Non Invasive Procedure,Emergency Medical Services,CBG MONITORING CHARGE/HOUR,70,70,70,70,70,70,70
2187,Non Invasive Procedure,CARDIOLOGY,CARDIOVERSION,"3,210","3,210","3,210","3,210","3,210","3,210","3,210"
2188,Non Invasive Procedure,CARDIOLOGY,HD7XE ECHOCARDIOGRAPHY,"3,030","3,030","3,030","3,480","3,990","4,840","6,050"
2189,Non Invasive Procedure,CARDIOLOGY,PACEMAKER/DEVICE CHECK-UP,770,770,770,890,"1,020","1,210","1,520"
2190,Non Invasive Procedure,Ear Nose and Throat,PURE TONE AUDIOMETRY,"1,110","1,110","1,110","1,280","1,460","1,680","2,120"
2191,Non Invasive Procedure,Ear Nose and Throat,SPECIAL TEST BATTERY S1 S1,"1,410","1,410","1,410","1,620","1,860","2,220","2,770"
2192,Non Invasive Procedure,Ear Nose and Throat,FIBREOPTIC LARYNGOSCOPY,"5,810","6,690","8,370","9,630","11,070","13,280","15,930"
2193,Non Invasive Procedure,Ear Nose and Throat,ENT-TINNITUS RETRAINING THERAPY,"1,290","1,290","1,290","1,490","1,710","2,020","2,540"
2194,Non Invasive Procedure,Ear Nose and Throat,SHORT INCREMENT SENSITIVITY INDEX TEST,730,730,730,840,960,"1,170","1,460"
2195,Non Invasive Procedure,Ear Nose and Throat,SPEECH THERAPY,"1,290","1,290","1,290","1,490","1,710","2,020","2,540"
2196,Non Invasive Procedure,Ear Nose and Throat,SRT/SDS,"1,010","1,010","1,010","1,170","1,340","1,520","1,910"
2197,Non Invasive Procedure,Ear Nose and Throat,SWALLOWING ASSESSMENT,"1,410","1,410","1,410","1,620","1,860","2,220","2,770"
2198,Non Invasive Procedure,Ear Nose and Throat,SWALLOWING THERAPY,"1,290","1,290","1,290","1,490","1,710","2,020","2,540"
2199,Non Invasive Procedure,Ear Nose and Throat,TONE DECAY TEST,700,700,700,810,940,"1,140","1,410"
2200,Non Invasive Procedure,Ear Nose and Throat,TYMPANOMETRY(DIAGNOSTIC),"2,120","2,120","2,120","2,440","2,810","3,310","4,150"
2201,Non Invasive Procedure,Ear Nose and Throat,STROBOSCOPY,"3,800","3,800","3,800","4,370","5,030","6,050","7,570"
2202,Non Invasive Procedure,Ear Nose and Throat,AUDIOMETRY TEST BATTERY,"1,140","1,140","1,140","1,320","1,520","1,750","2,220"
2203,Non Invasive Procedure,Ear Nose and Throat,EUSTACHIAN TUBE FUNCTION TEST,700,700,700,810,940,"1,140","1,410"
2204,Non Invasive Procedure,Ear Nose and Throat,OTOACOUSTIC ESTIMATION(OAE),"3,220","3,220","3,220","3,710","4,270","5,080","6,360"
2205,Non Invasive Procedure,Ear Nose and Throat,IMPEDENCE AUDIOMETRY,"1,770","1,770","1,770","2,040","2,340","3,010","3,830"
2206,Non Invasive Procedure,Ear Nose and Throat,SHORT INCREMNT (SISI),"1,110","1,110","1,110","1,280","1,460","1,680","2,120"
2207,Non Invasive Procedure,Ear Nose and Throat,PEAD AUDIO ASSESSMENT,"1,110","1,110","1,110","1,280","1,460","1,680","2,120"
2208,Non Invasive Procedure,Ear Nose and Throat,ACOUSTIC REFLEX DECAY,700,700,700,810,940,"1,140","1,410"
2209,Non Invasive Procedure,Ear Nose and Throat,HEARING AID TRIAL,"2,820","2,820","2,820","3,230","3,720","4,400","5,500"
2210,Non Invasive Procedure,Ear Nose and Throat,PTA,"1,290","1,290","1,290","1,490","1,710","2,020","2,540"
2211,Non Invasive Procedure,Ear Nose and Throat,ABR (THRESHHOLD EST.),"3,870","3,870","3,870","4,460","5,130","6,110","7,620"
2212,Non Invasive Procedure,Ear Nose and Throat,IMP AUDIOMETRY,"1,290","1,290","1,290","1,490","1,710","2,020","2,540"
2213,Non Invasive Procedure,Ear Nose and Throat,SPEECH & LANGUAGE ASS,"2,020","2,020","2,020","2,330","2,680","3,210","3,990"
2214,Non Invasive Procedure,Ear Nose and Throat,AEP,"5,560","5,560","5,560","6,390","7,350","8,790","11,010"
2215,Non Invasive Procedure,Ear Nose and Throat,ASSR,"6,970","6,970","6,970","8,020","9,220","11,010","13,740"
2216,Non Invasive Procedure,Ear Nose and Throat,D.P.O.A.E,"4,170","4,170","4,170","4,800","5,510","6,620","8,260"
2217,Non Invasive Procedure,Ear Nose and Throat,PRAAT ASSESSMENT,"2,820","2,820","2,820","3,230","3,720","4,400","5,500"
2218,Non Invasive Procedure,Ear Nose and Throat,SPEECH AUDIOMETRY TES,"1,970","1,970","1,970","2,270","2,610","3,080","3,860"
2219,Non Invasive Procedure,Ear Nose and Throat,E.N.G,"5,560","5,560","5,560","5,560","5,560","5,560","5,560"
2220,Non Invasive Procedure,Ear Nose and Throat,BOA,"2,820","2,820","2,820","3,230","3,720","4,400","5,500"
2221,Non Invasive Procedure,Ear Nose and Throat,NASAL FLEXIBLE FIBREOPTIC ENDOSCOPY,"4,680","4,680","4,680","5,380","6,180","7,160","9,010"
2222,Non Invasive Procedure,Ear Nose and Throat,FLEXIBLE FIBREOPTIC LARYNGOSCOPY,"4,330","4,330","4,330","4,980","5,730","6,620","8,310"
2223,Non Invasive Procedure,Ear Nose and Throat,NASAL PACKING CHARGE,"4,330","4,330","4,330","4,980","5,730","6,620","8,310"
2224,Non Invasive Procedure,Ear Nose and Throat,ENG (ELECTRONYSTAGMOGRAPHY),"5,700","5,700","5,700","6,560","7,540","8,930","11,240"
2225,Non Invasive Procedure,Ear Nose and Throat,VNG (VIDEONYSTAGMOGRAPHY),"5,700","5,700","5,700","6,560","7,540","8,930","11,240"
2226,Non Invasive Procedure,Ear Nose and Throat,ECOCHG (ELECTROCOCHLEOGHAPHY),"7,330","7,330","7,330","8,430","9,690","11,480","14,450"
2227,Non Invasive Procedure,Ear Nose and Throat,ASSR (AUDITORY STEADY STATE RESPONSE),"5,700","5,700","5,700","6,560","7,540","8,930","11,240"
2228,Non Invasive Procedure,Ear Nose and Throat,ABR (AUDITORY BRAINSTEM RESPONSE),"4,880","4,880","4,880","5,620","6,470","7,660","9,640"
2229,Non Invasive Procedure,Ear Nose and Throat,VITAL STIM SWALLOW ASSESSMENT,"4,070","4,070","4,070","4,690","5,390","6,380","8,030"
2230,Non Invasive Procedure,Ear Nose and Throat,EAR MOULD,"2,770","2,770","2,770","3,190","3,670","4,330","5,460"
2231,Non Invasive Procedure,Ear Nose and Throat,DPOAE (DISTORTION PRODUCT OTO ACOUSTIC EMISSION) WITH SCREENING ABR,"4,880","4,880","4,880","5,620","6,470","7,660","9,640"
2232,Non Invasive Procedure,Ear Nose and Throat,VEMP (VESTIBULAR EVOKED MYOGENIC POTENTIAL),"4,880","4,880","4,880","5,620","6,470","7,660","9,640"
2233,Non Invasive Procedure,Ear Nose and Throat,VOICE ASSESSMENT WITH PRAAT AND DOCTOR SPEECH,"4,070","4,070","4,070","4,690","5,390","6,380","8,030"
2234,Non Invasive Procedure,Gastroenterology,IMPEDENCE TEST BATTERY,"3,150","3,150","3,150","3,620","4,160","4,950","6,220"
2235,Non Invasive Procedure,Gastroenterology,LANGUAGE THERAPY,"1,880","1,880","1,880","2,170","2,500","2,950","3,630"
2236,Non Invasive Procedure,Gastroenterology,SINUS TRACT ENDOSCOPY (MINOR),"26,080","26,080","26,080","30,000","34,500","41,750","52,200"
2237,Non Invasive Procedure,Gastroenterology,SINUS TRACT ENDOSCOPY (MAJOR),"52,200","52,200","52,200","60,030","69,040","83,490","104,370"
2238,Non Invasive Procedure,Gastroenterology,GAS-TEG (MIN),"11,360","11,360","11,360","13,070","15,030","18,150","22,690"
2239,Non Invasive Procedure,Gastroenterology,GAS-TEG (MAJ),"13,620","13,620","13,620","15,660","18,020","21,780","27,230"
2240,Non Invasive Procedure,Gastroenterology,GAS - POEM MINOR,"81,680","81,680","81,680","93,930","108,020","130,680","163,350"
2241,Non Invasive Procedure,Gastroenterology,GAS - POEM MAJOR,"156,560","156,560","156,560","180,050","207,050","250,470","313,090"
2242,Non Invasive Procedure,Gastroenterology,GCG-LEVEL-I,"1,650","1,650","1,650","1,650","1,650","1,650","1,650"
2243,Non Invasive Procedure,Gastroenterology,GCG-LEVEL-II,"2,310","2,310","2,310","2,310","2,310","2,310","2,310"
2244,Non Invasive Procedure,Gastroenterology,GCG-LEVEL-III,"3,190","3,190","3,190","3,190","3,190","3,190","3,190"
2245,Non Invasive Procedure,Gastroenterology,GAS-COMPREHENSIVE CONSULTATION PACKAGE (MAJOR),"22,690","22,690","22,690","26,090","30,010","36,300","45,380"
2246,Non Invasive Procedure,Gastroenterology,GAS-COMPREHENSIVE CONSULTATION PACKAGE (NORMAL),"11,360","11,360","11,360","13,070","15,030","18,150","22,690"
2247,Non Invasive Procedure,Medical,NEBULIZER THERAPY,310,310,310,310,310,310,310
2248,Non Invasive Procedure,Medical,NURSING CHARGES FOR SHF BED,550,550,550,550,550,550,550
2249,Non Invasive Procedure,Medical,COVISHIELD VACCINATION CHARGES,386,386,386,386,386,386,386
2250,Non Invasive Procedure,Medical,COVAXIN VACCINATION CHARGES,386,386,386,386,386,386,386
2251,Non Invasive Procedure,Medical,COVID ANTIBODY TREATMENT- CASIRIVIMAB AND IMDEVIMAB,"87,450","87,450","87,450","87,450","87,450","87,450","87,450"
2252,Non Invasive Procedure,Nephrology,JUGULAR CATHETERIZATION,"6,690","6,690","6,690","7,690","8,840","10,550","13,190"
2253,Non Invasive Procedure,Nephrology,CRRT PROCEDURE CHARGES,"22,970","22,970","22,970","26,410","30,370","34,930","40,160"
2254,Non Invasive Procedure,Nephrology,PERITONEAL DIALYSIS INITIATION,"6,130","6,130","6,130","7,050","8,110","9,680","12,120"
2255,Non Invasive Procedure,Nephrology,HAEMODIALYSIS (SINGLE USE),"7,100","7,100","7,100","8,160","9,380","11,180","14,000"
2256,Non Invasive Procedure,Nephrology,SUBCLAVIAN CATHETERISATION,"7,230","7,230","7,230","8,320","9,560","11,440","14,300"
2257,Non Invasive Procedure,Nephrology,HAEMODIALYSIS,"4,270","4,270","4,270","4,910","5,640","6,150","7,710"
2258,Non Invasive Procedure,Neurology,IQ ASSESSMENT,"3,030","3,030","3,030","3,480","3,990","4,840","6,050"
2259,Non Invasive Procedure,Neurology,LUMBER PUNCTURE PROCEDURE CHARGE,"2,320","2,320","2,320","2,320","2,320","2,320","2,320"
2260,Non Invasive Procedure,Neurology,ICP SCREENING,"4,540","4,540","4,540","5,230","6,010","7,260","9,080"
2261,Non Invasive Procedure,Neurology,VIDEO EEG 24 HRS,"70,700","70,700","70,700","81,300","93,500","111,730","139,660"
2262,Non Invasive Procedure,Neurology,"POST THROMBOLYSIS MONITORING (1st HR,2nd HR,24th HR)","22,690","22,690","22,690","26,090","30,010","36,300","45,380"
2263,Non Invasive Procedure,Neurology,STOP PROTOCOL,"9,080","9,080","9,080","10,440","12,000","14,520","18,150"
2264,Non Invasive Procedure,Neurology,REPEAT VMR,"4,840","4,840","4,840","5,570","6,400","9,680","12,100"
2265,Non Invasive Procedure,Neurology,VASO MOTOR REACTIVITY (VMR),"12,100","12,100","12,100","13,920","16,010","19,360","24,200"
2266,Non Invasive Procedure,Neurology,BUBBLE STUDY (PFO),"7,570","7,570","7,570","8,700","10,010","12,100","15,130"
2267,Non Invasive Procedure,Neurology,EMBOLI MONITORNING/ REPEAT EMBOLI MONITORING,"15,130","15,130","15,130","17,390","20,000","24,200","30,250"
2268,Non Invasive Procedure,Neurology,COMPLETE TCD SCREENING,"6,050","6,050","6,050","6,960","8,010","9,680","12,100"
2269,Non Invasive Procedure,Neurology,INTRA CRANIAL TCD SCREENING,"3,030","3,030","3,030","3,480","3,990","4,840","6,050"
2270,Non Invasive Procedure,Neurology,VOICE THEPAPY/SPEECH THERAPY,"1,290","1,290","1,290","1,490","1,710","2,020","2,540"
2271,Non Invasive Procedure,Neurology,AMBULATORY ELECTRO ENCEPHALOGRAPHY,"19,440","19,440","19,440","22,350","25,710","30,760","38,430"
2272,Non Invasive Procedure,Neurology,BAER STUDY,"2,660","2,660","2,660","3,060","3,520","4,170","5,270"
2273,Non Invasive Procedure,Neurology,EMG-FACIAL,"2,660","2,660","2,660","3,060","3,520","4,170","5,270"
2274,Non Invasive Procedure,Neurology,NCV+EMG-FACIAL,"4,960","4,960","4,960","5,710","6,570","7,830","9,750"
2275,Non Invasive Procedure,Neurology,CONDUCTION BLOCK PROTOCOL,"3,840","3,840","3,840","4,410","5,070","6,000","7,490"
2276,Non Invasive Procedure,Neurology,CSF DRAINAGE,"9,990","9,990","9,990","11,480","13,210","15,970","19,970"
2277,Non Invasive Procedure,Neurology,EEG CHARGE FOR VENDOR,"9,990","9,990","9,990","11,480","13,210","15,970","19,970"
2278,Non Invasive Procedure,Neurology,NEURO PSYCHOLOGICAL TEST(II),"4,270","4,270","4,270","4,910","5,640","6,710","8,400"
2279,Non Invasive Procedure,Neurology,SPNICTER-EMG,"2,660","2,660","2,660","3,060","3,520","5,270","6,850"
2280,Non Invasive Procedure,Neurology,SSEP (LOWER LIMBS),"2,660","2,660","2,660","3,060","3,520","5,270","6,850"
2281,Non Invasive Procedure,Neurology,SSEP - UPPER LIMB,"2,660","2,660","2,660","3,060","3,520","5,270","6,850"
2282,Non Invasive Procedure,Neurology,EEG - BEDSIDE PROC,"4,790","4,920","5,310","6,110","7,020","7,700","9,700"
2283,Non Invasive Procedure,Neurology,OCCUPATIONAL THERAPY,970,970,970,"1,110","1,280","1,540","1,930"
2284,Non Invasive Procedure,Neurology,SPEECH ASSESSMENT AND MANAGEMENT,"1,290","1,290","1,290","1,490","1,710","2,020","2,540"
2285,Non Invasive Procedure,Neurology,SWALLOWING ASSESSMENT AND MANAGEMENT,"1,290","1,290","1,290","1,490","1,710","2,020","2,540"
2286,Non Invasive Procedure,Obstretics & Gynaecology,IUCD INSERTION,"3,330","3,330","3,330","3,830","4,400","5,320","6,660"
2287,Non Invasive Procedure,Obstretics & Gynaecology,PROC CHG-H.S.G SET,520,520,520,520,520,520,520
2288,Non Invasive Procedure,Obstretics & Gynaecology,NUCAL TRANSLUCENCY SCAN - NT ONLY,"3,030","3,030","3,030","3,480","3,990","4,840","6,050"
2289,Non Invasive Procedure,Obstretics & Gynaecology,NUCAL TRANSLUCENCY SCAN - NT TWINS ONLY,"3,800","3,800","3,800","4,370","5,030","6,050","7,570"
